"X","Species","Type","site","lat","lon","alt","Biome","year","tree","DOY","MAT","Chill0_5","Chill_5_5","Chill_5_0","Chill_10_0","Force5s","photoperiod","scPDSI1","scPDSI2","scPDSI3","scPDSI4","scPDSI5","scPDSI6","scPDSI_p","SPEI1m1","SPEI1m2","SPEI1m3","SPEI1m4","SPEI1m5","SPEI1m6","SPEI1m_p","SPEI3m1","SPEI3m2","SPEI3m3","SPEI3m4","SPEI3m5","SPEI3m6","SPEI3m_p","SPEI6m1","SPEI6m2","SPEI6m3","SPEI6m4","SPEI6m5","SPEI6m6","SPEI6m_p","Precip","PrecipDOY"
"57","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2006,9,126,10.5280821917808,76,117,41,45,262.922661866241,14.65,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,193.8
"58","ABAL","Late","ABR",48.35,7.066666667,430,"Temperate",2008,52,120,8.97917797744535,62,99,37,40,223.700311094791,14.28,-0.79,-1.13,0.45,1.32,0.79,0.33,1.32,0.39855,-0.78842,0.55871,1.932,0.17222,-0.57248,1.932,0.1366,-0.19908,0.018197,1.346,1.4653,1.1818,1.346,0.54745,-0.93315,-0.78705,1.0199,1.0021,0.85668,1.0199,1102.6,436.8
"59","ABAL","Late","GRD",48.48333333,7.15,643,"Temperate",2009,57,104,8.95927749770959,73,110,37,43,140.398721259116,13.46,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.35,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,1.0288,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.41057,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,0.14961,1518.7,444.2
"60","ABAL","Late","GRD",48.48333333,7.15,643,"Temperate",2009,64,114,8.95927749770959,73,110,37,43,196.553557701059,14.02,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.87,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,-1.0332,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.39611,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,-0.70761,1518.7,489.1
"61","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,8,101,10.4800410972877,47,56,9,10,263.719085099171,13.27,1.9,2.19,2.38,1.71,1.89,2.26,2.38,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,0.93487,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,1.3172,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,1.1049,930,271.8
"62","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,9,108,10.4800410972877,47,56,9,10,338.898405016918,13.67,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,271.8
"63","ABAL","Late","GRD",48.48333333,7.15,643,"Temperate",2009,69,104,8.95927749770959,73,110,37,43,140.398721259116,13.46,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.35,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,1.0288,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.41057,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,0.14961,1518.7,444.2
"64","ABAL","Late","PES",41.86666667,14.5,1380,"Temperate",2015,1,132,9.29575342465753,71,107,36,42,247.049302128122,14.27,-1.48,-1.43,-1.38,-1.55,-1.74,-1.88,-1.55,1.9014,1.2327,1.6966,0.0018833,-1.3864,1.0008,0.0018833,1.1036,1.8614,2.2086,1.4094,0.42987,-0.13028,1.4094,0.2991,0.90556,1.3531,1.6301,1.6001,1.6702,1.6301,1057.6,527.4
"65","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,14,134,10.4904109589041,75,115,40,45,324.247407563555,15.02,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,248
"66","ABAL","Late","PES",41.86666667,14.5,1380,"Temperate",2015,4,132,9.29575342465753,71,107,36,42,247.049302128122,14.27,-1.48,-1.43,-1.38,-1.55,-1.74,-1.88,-1.55,1.9014,1.2327,1.6966,0.0018833,-1.3864,1.0008,0.0018833,1.1036,1.8614,2.2086,1.4094,0.42987,-0.13028,1.4094,0.2991,0.90556,1.3531,1.6301,1.6001,1.6702,1.6301,1057.6,527.4
"67","ABAL","Late","GRD",48.48333333,7.15,643,"Temperate",2008,67,113,8.87532778774863,83,124,41,47,117.578310049784,13.92,-0.79,-1.13,0.45,1.32,0.79,0.33,1.32,0.39855,-0.78842,0.55871,1.932,0.17222,-0.57248,1.932,0.1366,-0.19908,0.018197,1.346,1.4653,1.1818,1.346,0.54745,-0.93315,-0.78705,1.0199,1.0021,0.85668,1.0199,1770.06,669.44
"68","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2008,1,104,9.92707650137978,74,88,14,17,175.476508730156,13.43,2.42,2.22,2.5,2.77,2.45,2.26,2.5,0.38369,0.055236,1.117,1.2329,-0.43209,-0.16648,1.117,0.11499,0.40662,0.73218,1.1477,1.0068,0.31318,0.73218,0.22319,-0.79272,-0.23287,0.82749,0.82888,0.60727,-0.23287,727.4,215
"69","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,20,96,10.4904109589041,73,113,40,45,82.3294145669052,13,-2.74,-2.58,1.16,1.27,2.05,1.65,1.16,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6215,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.39501,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.46717,774,173.8
"70","ABAL","Late","GRD",48.48333333,7.15,643,"Temperate",2009,56,118,8.95927749770959,73,110,37,43,215.483600154618,14.23,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.87,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,-1.0332,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.39611,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,-0.70761,1518.7,492
"71","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,5,122,10.4800410972877,47,56,9,10,473.198275165746,14.43,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,274
"72","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,6,118,10.4800410972877,47,56,9,10,434.27296312807,14.22,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"73","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,7,122,10.4800410972877,47,56,9,10,473.198275165746,14.43,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,274
"74","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2013,1,132,10.3147945205479,67,98,31,33,322.007502582412,14.94,1.34,1.31,1.19,1.31,2.04,2.04,1.31,-0.17601,0.28648,-0.73606,1.4089,1.4952,0.0044106,1.4089,0.58505,0.51065,-0.47018,0.53295,1.2626,1.5733,0.53295,-0.16604,0.38217,0.1848,0.68356,1.0637,0.77469,0.68356,872.6,268.3
"75","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2007,8,98,10.4369863013699,45,55,10,10,246.11834380218,13.1,1.9,2.19,2.38,1.71,1.89,2.26,2.38,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,0.93487,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,1.3172,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,1.1049,930,271.6
"76","ABAL","Late","BOR",46.73333333,12.31666667,1150,"Temperate",2015,5,125,8.06278744277534,82,130,48,53,137.648992646554,14.4,-0.21,-0.82,-0.54,-1.03,0.86,0.95,-1.03,0.74003,-0.55812,0.47095,0.017417,0.73782,1.2206,0.017417,0.17353,-0.065688,0.22662,-0.17477,0.59006,1.0415,-0.17477,0.34667,0.12581,0.18683,0.032468,0.23291,0.63905,0.032468,753.4,173.6
"77","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,12,110,10.4904109589041,75,115,40,45,132.992620520847,13.8,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,185.2
"78","ABAL","Late","SER",38.76666667,16.51666667,1008,"Mediterranean",2015,1,114,11.4016438356164,59,64,5,5,230.356844056557,13.41,-0.61,-0.28,-0.06,-0.42,-0.63,-0.76,-0.42,0.4634,1.1021,0.39051,-1.3016,-0.12908,1.1883,-1.3016,0.48904,0.85808,0.8945,0.32245,-0.58973,-0.59733,0.32245,0.73131,1.1336,0.71422,0.57967,0.447,0.54385,0.57967,2037.6,900.4
"79","ABAL","Late","SER",38.76666667,16.51666667,1008,"Mediterranean",2015,2,118,11.4016438356164,59,64,5,5,255.45662822897,13.56,-0.61,-0.28,-0.06,-0.42,-0.63,-0.76,-0.42,0.4634,1.1021,0.39051,-1.3016,-0.12908,1.1883,-1.3016,0.48904,0.85808,0.8945,0.32245,-0.58973,-0.59733,0.32245,0.73131,1.1336,0.71422,0.57967,0.447,0.54385,0.57967,2037.6,906.2
"80","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,15,118,10.4800410972877,47,56,9,10,434.27296312807,14.22,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"81","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,16,108,10.4800410972877,47,56,9,10,338.898405016918,13.67,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,271.8
"82","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,19,96,10.4904109589041,73,113,40,45,82.3294145669052,13,-2.74,-2.58,1.16,1.27,2.05,1.65,1.16,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6215,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.39501,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.46717,774,173.8
"83","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,4,115,10.4800410972877,47,56,9,10,398.826677528719,14.06,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"84","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,3,136,10.4800410972877,47,56,9,10,593.409547675925,15.1,1.9,2.19,2.38,1.71,1.89,2.26,1.89,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,1.2502,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.30081,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,0.37494,930,358.6
"85","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2008,9,97,9.92707650137978,71,85,14,17,162.416181750286,13.03,2.42,2.22,2.5,2.77,2.45,2.26,2.5,0.38369,0.055236,1.117,1.2329,-0.43209,-0.16648,1.117,0.11499,0.40662,0.73218,1.1477,1.0068,0.31318,0.73218,0.22319,-0.79272,-0.23287,0.82749,0.82888,0.60727,-0.23287,727.4,182.4
"86","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2008,12,97,9.92707650137978,71,85,14,17,162.416181750286,13.03,2.42,2.22,2.5,2.77,2.45,2.26,2.5,0.38369,0.055236,1.117,1.2329,-0.43209,-0.16648,1.117,0.11499,0.40662,0.73218,1.1477,1.0068,0.31318,0.73218,0.22319,-0.79272,-0.23287,0.82749,0.82888,0.60727,-0.23287,727.4,182.4
"87","ABAL","Late","BOR",46.73333333,12.31666667,1150,"Temperate",2015,3,122,8.06278744277534,82,130,48,53,117.50824430863,14.26,-0.21,-0.82,-0.54,-1.03,0.86,0.95,-1.03,0.74003,-0.55812,0.47095,0.017417,0.73782,1.2206,0.017417,0.17353,-0.065688,0.22662,-0.17477,0.59006,1.0415,-0.17477,0.34667,0.12581,0.18683,0.032468,0.23291,0.63905,0.032468,753.4,173.2
"88","ABAL","Late","BOR",46.73333333,12.31666667,1150,"Temperate",2015,4,114,8.06278744277534,82,130,48,53,87.2128019931596,13.87,-0.21,-0.82,-0.54,-1.03,0.86,0.95,-1.03,0.74003,-0.55812,0.47095,0.017417,0.73782,1.2206,0.017417,0.17353,-0.065688,0.22662,-0.17477,0.59006,1.0415,-0.17477,0.34667,0.12581,0.18683,0.032468,0.23291,0.63905,0.032468,753.4,159.4
"89","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2007,6,118,10.4369863013699,45,55,10,10,442.139505402824,14.22,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"90","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2008,37,99,10.1412294923934,60,79,19,23,198.300529717627,13.13,-0.79,-1.13,0.45,1.32,0.79,0.33,0.45,0.39855,-0.78842,0.55871,1.932,0.17222,-0.57248,0.55871,0.1366,-0.19908,0.018197,1.346,1.4653,1.1818,0.018197,0.54745,-0.93315,-0.78705,1.0199,1.0021,0.85668,-0.78705,904.4,281.2
"91","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,13,96,10.4904109589041,73,113,40,45,82.3294145669052,13,-2.74,-2.58,1.16,1.27,2.05,1.65,1.16,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6215,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.39501,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.46717,774,173.8
"92","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2009,35,108,10.3735935386274,59,99,40,46,204.661873863287,13.68,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.87,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,-1.0332,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.39611,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,-0.70761,963.4,259
"93","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2007,29,104,10.5205710895068,49,54,5,6,315.535812845863,13.43,1.79,2.05,2.37,1.27,1.76,2.28,2.37,-0.27223,0.91302,1.4194,-1.9141,1.2619,1.5816,1.4194,-0.84737,0.098294,1.0637,0.35164,0.71046,0.94854,1.0637,1.601,1.049,0.76801,-0.47327,0.49219,1.241,0.76801,1229.8,376
"94","ABAL","Late","ABR",48.35,7.066666667,430,"Temperate",2009,54,108,9.25033524392329,64,109,45,55,143.740221043828,13.68,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.87,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,-1.0332,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.39611,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,-0.70761,1067.8,353.8
"95","ABAL","Late","GRA",48.47,4.13,650,"Temperate",2008,69,124,8.32830922596721,84,128,44,49,168.518322724516,14.5,-0.87,-1.09,0.38,0.69,0.65,0.58,0.69,-0.27264,-0.80193,1.0734,0.43455,0.18508,-1.0404,0.43455,-0.55906,-0.4537,0.0021925,0.36006,0.82302,-0.32723,0.36006,-0.61736,-1.389,-0.68308,-0.16817,0.25931,-0.24012,-0.16817,1770.06,696.44
"96","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,18,103,10.4904109589041,75,115,40,45,97.5862265251993,13.4,-2.74,-2.58,1.16,1.27,2.05,1.65,1.16,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6215,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.39501,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.46717,774,181.4
"97","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2007,1,115,10.4369863013699,45,55,10,10,404.623758959137,14.06,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"98","ABAL","Late","BOR",46.73333333,12.31666667,1150,"Temperate",2015,1,122,8.06278744277534,82,130,48,53,117.50824430863,14.26,-0.21,-0.82,-0.54,-1.03,0.86,0.95,-1.03,0.74003,-0.55812,0.47095,0.017417,0.73782,1.2206,0.017417,0.17353,-0.065688,0.22662,-0.17477,0.59006,1.0415,-0.17477,0.34667,0.12581,0.18683,0.032468,0.23291,0.63905,0.032468,753.4,173.2
"99","ABAL","Late","BOR",46.73333333,12.31666667,1150,"Temperate",2015,2,122,8.06278744277534,82,130,48,53,117.50824430863,14.26,-0.21,-0.82,-0.54,-1.03,0.86,0.95,-1.03,0.74003,-0.55812,0.47095,0.017417,0.73782,1.2206,0.017417,0.17353,-0.065688,0.22662,-0.17477,0.59006,1.0415,-0.17477,0.34667,0.12581,0.18683,0.032468,0.23291,0.63905,0.032468,753.4,173.2
"100","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2007,4,115,10.4369863013699,45,55,10,10,404.623758959137,14.06,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"101","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2007,5,122,10.4369863013699,45,55,10,10,480.219637901661,14.43,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,274
"102","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,11,131,10.4904109589041,75,115,40,45,296.127677214509,14.88,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,234.8
"103","ABAL","Late","PES",41.86666667,14.5,1380,"Temperate",2015,5,132,9.29575342465753,71,107,36,42,247.049302128122,14.27,-1.48,-1.43,-1.38,-1.55,-1.74,-1.88,-1.55,1.9014,1.2327,1.6966,0.0018833,-1.3864,1.0008,0.0018833,1.1036,1.8614,2.2086,1.4094,0.42987,-0.13028,1.4094,0.2991,0.90556,1.3531,1.6301,1.6001,1.6702,1.6301,1057.6,527.4
"104","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2008,40,96,10.1412294923934,57,76,19,23,198.300529717627,12.95,-0.79,-1.13,0.45,1.32,0.79,0.33,0.45,0.39855,-0.78842,0.55871,1.932,0.17222,-0.57248,0.55871,0.1366,-0.19908,0.018197,1.346,1.4653,1.1818,0.018197,0.54745,-0.93315,-0.78705,1.0199,1.0021,0.85668,-0.78705,904.4,273
"105","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2009,26,111,10.3735935386274,59,99,40,46,228.71376024588,13.84,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.87,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,-1.0332,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.39611,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,-0.70761,963.4,259.2
"106","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,15,145,10.4904109589041,75,115,40,45,418.619697439978,15.45,-2.74,-2.58,1.16,1.27,2.05,1.65,2.05,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6217,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,1.4621,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,0.56916,774,276.8
"107","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2008,8,97,9.92707650137978,71,85,14,17,162.416181750286,13.03,2.42,2.22,2.5,2.77,2.45,2.26,2.5,0.38369,0.055236,1.117,1.2329,-0.43209,-0.16648,1.117,0.11499,0.40662,0.73218,1.1477,1.0068,0.31318,0.73218,0.22319,-0.79272,-0.23287,0.82749,0.82888,0.60727,-0.23287,727.4,182.4
"108","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,16,124,10.4904109589041,75,115,40,45,240.159566199363,14.54,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,188.4
"109","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,1,115,10.4800410972877,47,56,9,10,398.826677528719,14.06,1.9,2.19,2.38,1.71,1.89,2.26,1.71,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,-2.1288,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.574,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,-0.28198,930,272
"110","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2007,2,101,10.4800410972877,47,56,9,10,263.719085099171,13.27,1.9,2.19,2.38,1.71,1.89,2.26,2.38,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,0.93487,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,1.3172,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,1.1049,930,271.8
"111","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2008,35,113,10.1412294923934,64,83,19,23,240.594456172334,13.91,-0.79,-1.13,0.45,1.32,0.79,0.33,1.32,0.39855,-0.78842,0.55871,1.932,0.17222,-0.57248,1.932,0.1366,-0.19908,0.018197,1.346,1.4653,1.1818,1.346,0.54745,-0.93315,-0.78705,1.0199,1.0021,0.85668,1.0199,904.4,341.2
"112","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2007,3,136,10.4369863013699,45,55,10,10,597.967819917936,15.1,1.9,2.19,2.38,1.71,1.89,2.26,1.89,-0.08882,1.5153,0.93487,-2.1288,1.2502,0.7893,1.2502,-0.91231,0.38879,1.3172,0.574,0.30081,0.19291,0.30081,0.55857,0.4516,1.1049,-0.28198,0.37494,0.97492,0.37494,930,358.6
"113","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,9,120,10.4904109589041,75,115,40,45,200.944642067997,14.34,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,188
"114","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,10,138,10.4904109589041,75,115,40,45,370.948103216815,15.19,-2.74,-2.58,1.16,1.27,2.05,1.65,2.05,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6217,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,1.4621,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,0.56916,774,250.6
"115","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2006,16,130,10.5280821917808,76,117,41,45,289.976805073549,14.84,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,234.6
"116","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2006,12,116,10.5280821917808,76,117,41,45,182.819218618231,14.13,-2.74,-2.58,1.16,1.27,2.05,1.65,1.27,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,-0.78837,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.66264,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.4585,774,187.8
"117","ABAL","Late","AMA",48.746533,6.32,270,"Temperate",2006,14,140,10.5280821917808,76,117,41,45,390.06944051956,15.27,-2.74,-2.58,1.16,1.27,2.05,1.65,2.05,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6217,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,1.4621,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,0.56916,774,258
"118","ABAL","Late","AMN",48.73333333,6.316666667,270,"Temperate",2006,17,96,10.4904109589041,73,113,40,45,82.3294145669052,13,-2.74,-2.58,1.16,1.27,2.05,1.65,1.16,-1.5004,0.22958,1.6215,-0.78837,1.6217,-0.79038,1.6215,-1.2567,-0.65184,0.39501,0.66264,1.4621,0.23395,0.39501,-1.4646,-1.1326,-0.46717,-0.4585,0.56916,0.33212,-0.46717,774,173.8
"119","ABAL","Late","WAL",48.36666667,7.083333333,370,"Temperate",2008,29,116,10.1412294923934,64,83,19,23,260.519278907078,14.07,-0.79,-1.13,0.45,1.32,0.79,0.33,1.32,0.39855,-0.78842,0.55871,1.932,0.17222,-0.57248,1.932,0.1366,-0.19908,0.018197,1.346,1.4653,1.1818,1.346,0.54745,-0.93315,-0.78705,1.0199,1.0021,0.85668,1.0199,904.4,342.4
